Data_Type,Cell_Type,Experimental_Factors,Treatment,Lab,PI,Assembly,Status,GEO_Accession,DCC_Accession,Date_Unrestricted
Proteogenomics,GM12878,Localization=cell Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003038,12/28/2012
Proteogenomics,GM12878,Localization=cytosol Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003039,12/28/2012
Proteogenomics,GM12878,Localization=membraneFraction Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH002073,5/11/2012
Proteogenomics,GM12878,Localization=mitochondria Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH002074,5/11/2012
Proteogenomics,GM12878,Localization=nucleus Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH001199,3/6/2012
Proteogenomics,H1-hESC,Localization=cell Protocol=FASP,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003040,12/28/2012
Proteogenomics,H1-hESC,Localization=cell Protocol=MudPIT,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003042,4/19/2013
Proteogenomics,H1-neurons,Localization=cell Protocol=MudPIT,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003043,4/19/2013
Proteogenomics,K562,Localization=cell Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH003041,12/28/2012
Proteogenomics,K562,Localization=cytosol Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH001737,3/3/2012
Proteogenomics,K562,Localization=membraneFraction Protocol=FASP,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH002984,6/28/2012
Proteogenomics,K562,Localization=membraneFraction Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH001200,10/5/2012
Proteogenomics,K562,Localization=mitochondria Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH001738,3/6/2012
Proteogenomics,K562,Localization=nucleus Protocol=In-gel digestion,none,UNC/BSU,Giddings,hg19,released,,wgEncodeEH001739,3/6/2012
RIP Gene ST,GM12878,Antibody=CELF1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787549,wgEncodeEH001213,3/1/2011
RIP Gene ST,GM12878,Antibody=CELF1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787549,wgEncodeEH001213,3/1/2011
RIP Gene ST,GM12878,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787543,wgEncodeEH001214,3/1/2011
RIP Gene ST,GM12878,Antibody=ELAVL1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787543,wgEncodeEH001214,3/1/2011
RIP Gene ST,GM12878,Antibody=IGF2BP1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787555,wgEncodeEH001215,3/1/2011
RIP Gene ST,GM12878,Antibody=IGF2BP1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787555,wgEncodeEH001215,3/1/2011
RIP Gene ST,GM12878,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787546,wgEncodeEH001216,3/1/2011
RIP Gene ST,GM12878,Antibody=PABPC1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787546,wgEncodeEH001216,3/1/2011
RIP Gene ST,GM12878,Antibody=SLBP,none,SunyAlbany,Tenenbaum,hg19,released,GSM787552,wgEncodeEH001217,3/1/2011
RIP Gene ST,GM12878,Antibody=SLBP Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787552,wgEncodeEH001217,3/1/2011
RIP Gene ST,GM12878,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM787537,wgEncodeEH001218,3/1/2011
RIP Gene ST,GM12878,Antibody=T7Tag Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787537,wgEncodeEH001218,3/1/2011
RIP Gene ST,GM12878,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM787540,wgEncodeEH001219,3/1/2011
RIP Gene ST,GM12878,Antibody=ripInput Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787540,wgEncodeEH001219,3/1/2011
RIP Gene ST,H1-hESC,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787626,wgEncodeEH001234,9/10/2011
RIP Gene ST,H1-hESC,Antibody=ELAVL1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787626,wgEncodeEH001234,9/10/2011
RIP Gene ST,H1-hESC,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM787620,wgEncodeEH001235,9/10/2011
RIP Gene ST,H1-hESC,Antibody=T7Tag Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787620,wgEncodeEH001235,9/10/2011
RIP Gene ST,H1-hESC,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM787623,wgEncodeEH001236,9/10/2011
RIP Gene ST,H1-hESC,Antibody=ripInput Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787623,wgEncodeEH001236,9/10/2011
RIP Gene ST,HeLa-S3,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787602,wgEncodeEH001227,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=ELAVL1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787602,wgEncodeEH001227,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787605,wgEncodeEH001228,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=PABPC1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787605,wgEncodeEH001228,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM787596,wgEncodeEH001229,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=T7Tag Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787596,wgEncodeEH001229,3/18/2011
RIP Gene ST,HeLa-S3,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM787599,wgEncodeEH001220,3/1/2011
RIP Gene ST,HeLa-S3,Antibody=ripInput Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787599,wgEncodeEH001220,3/1/2011
RIP Gene ST,HepG2,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787614,wgEncodeEH001230,3/18/2011
RIP Gene ST,HepG2,Antibody=ELAVL1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787614,wgEncodeEH001230,3/18/2011
RIP Gene ST,HepG2,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787617,wgEncodeEH001231,3/18/2011
RIP Gene ST,HepG2,Antibody=PABPC1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787617,wgEncodeEH001231,3/18/2011
RIP Gene ST,HepG2,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM787608,wgEncodeEH001232,3/18/2011
RIP Gene ST,HepG2,Antibody=T7Tag Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787608,wgEncodeEH001232,3/18/2011
RIP Gene ST,HepG2,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM787611,wgEncodeEH001221,3/1/2011
RIP Gene ST,HepG2,Antibody=ripInput Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787611,wgEncodeEH001221,3/1/2011
RIP Gene ST,K562,Antibody=CELF1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787570,wgEncodeEH001233,3/18/2011
RIP Gene ST,K562,Antibody=CELF1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787570,wgEncodeEH001233,3/18/2011
RIP Gene ST,K562,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787564,wgEncodeEH001222,3/1/2011
RIP Gene ST,K562,Antibody=ELAVL1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787564,wgEncodeEH001222,3/1/2011
RIP Gene ST,K562,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM787567,wgEncodeEH001223,3/1/2011
RIP Gene ST,K562,Antibody=PABPC1 Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787567,wgEncodeEH001223,3/1/2011
RIP Gene ST,K562,Antibody=SLBP,none,SunyAlbany,Tenenbaum,hg19,released,GSM787573,wgEncodeEH001224,3/1/2011
RIP Gene ST,K562,Antibody=SLBP Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787573,wgEncodeEH001224,3/1/2011
RIP Gene ST,K562,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM787558,wgEncodeEH001225,3/1/2011
RIP Gene ST,K562,Antibody=T7Tag Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787558,wgEncodeEH001225,3/1/2011
RIP Gene ST,K562,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM787561,wgEncodeEH001226,3/1/2011
RIP Gene ST,K562,Antibody=ripInput Version=V2,none,SunyAlbany,Tenenbaum,hg19,released,GSM787561,wgEncodeEH001226,3/1/2011
RIP Tiling Array,GM12878,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM999242,wgEncodeEH001254,3/1/2011
RIP Tiling Array,GM12878,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM999243,wgEncodeEH001255,3/1/2011
RIP Tiling Array,GM12878,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM999241,wgEncodeEH001256,3/1/2011
RIP Tiling Array,GM12878,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM999240,wgEncodeEH001257,3/1/2011
RIP Tiling Array,K562,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM999238,wgEncodeEH001258,3/1/2011
RIP Tiling Array,K562,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,GSM999239,wgEncodeEH001259,3/1/2011
RIP Tiling Array,K562,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM999237,wgEncodeEH001260,3/1/2011
RIP Tiling Array,K562,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM999236,wgEncodeEH001261,3/1/2011
RIP Validation,HT-1080,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,,wgEncodeEH000609,9/10/2011
RIP Validation,HT-1080,Antibody=IGF2BP1,none,SunyAlbany,Tenenbaum,hg19,released,,wgEncodeEH000610,9/10/2011
RIP-chip,GM12878,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,GM12878,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,GM12878,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,K562,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,K562,Antibody=IGF2BP1,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,K562,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-chip,K562,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg18,released,,,9/2/2009
RIP-seq,GM12878,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,GSM944520,wgEncodeEH000796,10/18/2011
RIP-seq,GM12878,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,,wgEncodeEH000797,10/20/2011
RIP-seq,GM12878,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM944524,wgEncodeEH000799,10/20/2011
RIP-seq,GM12878,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM944525,wgEncodeEH000798,10/20/2011
RIP-seq,K562,Antibody=ELAVL1,none,SunyAlbany,Tenenbaum,hg19,released,,wgEncodeEH000793,10/20/2011
RIP-seq,K562,Antibody=PABPC1,none,SunyAlbany,Tenenbaum,hg19,released,,wgEncodeEH000794,10/20/2011
RIP-seq,K562,Antibody=T7Tag,none,SunyAlbany,Tenenbaum,hg19,released,GSM944526,wgEncodeEH000800,10/20/2011
RIP-seq,K562,Antibody=ripInput,none,SunyAlbany,Tenenbaum,hg19,released,GSM944521,wgEncodeEH000795,10/20/2011
RNA-PET,A549,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH002929,12/27/2012
RNA-PET,A549,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006909,wgEncodeEH002927,12/27/2012
RNA-PET,A549,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006903,wgEncodeEH002928,12/27/2012
RNA-PET,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000248,8/13/2010
RNA-PET,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA Version=V2,none,GIS,Ruan,hg19,released,GSM830535,wgEncodeEH000248,8/9/2012
RNA-PET,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000249,8/13/2010
RNA-PET,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000250,8/13/2010
RNA-PET,HUVEC,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,12/8/2010
RNA-PET,HUVEC,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000266,9/4/2010
RNA-PET,HUVEC,Localization=cytosol RnaExtract=Long PolyA+ RNA Version=V2,none,GIS,Ruan,hg19,released,,wgEncodeEH000266,8/9/2012
RNA-PET,HUVEC,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,HUVEC,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830519,wgEncodeEH000251,8/13/2010
RNA-PET,HeLa-S3,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830530,wgEncodeEH001744,1/29/2012
RNA-PET,HeLa-S3,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,9/5/2010
RNA-PET,HeLa-S3,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000268,9/5/2010
RNA-PET,HeLa-S3,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,9/4/2010
RNA-PET,HeLa-S3,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000267,9/4/2010
RNA-PET,HeLa-S3,Localization=nucleus RnaExtract=Long PolyA+ RNA Version=V2,none,GIS,Ruan,hg19,released,GSM1006914,wgEncodeEH000267,8/9/2012
RNA-PET,HepG2,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,HepG2,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830525,wgEncodeEH000252,8/13/2010
RNA-PET,HepG2,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,HepG2,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000253,8/13/2010
RNA-PET,IMR90,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006908,wgEncodeEH002924,12/22/2012
RNA-PET,IMR90,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006911,wgEncodeEH002930,12/27/2012
RNA-PET,IMR90,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006913,wgEncodeEH002931,12/28/2012
RNA-PET,K562,Localization=chromatin RnaExtract=Total RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,K562,Localization=chromatin RnaExtract=Total RNA,none,GIS,Ruan,hg19,released,GSM830536,wgEncodeEH000254,8/13/2010
RNA-PET,K562,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,12/8/2010
RNA-PET,K562,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830537,wgEncodeEH000255,8/13/2010
RNA-PET,K562,Localization=nucleolus RnaExtract=Total RNA,none,GIS,Ruan,hg18,released,,,12/8/2010
RNA-PET,K562,Localization=nucleolus RnaExtract=Total RNA,none,GIS,Ruan,hg19,released,GSM830521,wgEncodeEH000256,8/13/2010
RNA-PET,K562,Localization=nucleoplasm RnaExtract=Total RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,K562,Localization=nucleoplasm RnaExtract=Total RNA,none,GIS,Ruan,hg19,released,GSM830524,wgEncodeEH000257,8/13/2010
RNA-PET,K562,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,K562,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,,wgEncodeEH000258,8/13/2010
RNA-PET,K562,Localization=polysome RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,K562,Localization=polysome RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830527,wgEncodeEH000259,8/13/2010
RNA-PET,MCF-7,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006905,wgEncodeEH002934,12/27/2012
RNA-PET,MCF-7,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006904,wgEncodeEH002932,12/27/2012
RNA-PET,MCF-7,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006912,wgEncodeEH002933,12/27/2012
RNA-PET,NHEK,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,NHEK,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830522,wgEncodeEH000260,8/13/2010
RNA-PET,NHEK,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/13/2010
RNA-PET,NHEK,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830523,wgEncodeEH000261,8/13/2010
RNA-PET,SK-N-SH,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006910,wgEncodeEH002926,12/23/2012
RNA-PET,SK-N-SH,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006907,wgEncodeEH002925,12/27/2012
RNA-PET,SK-N-SH,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM1006906,wgEncodeEH002935,12/27/2012
RNA-PET,prostate,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,8/17/2010
RNA-PET,prostate,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM830520,wgEncodeEH000262,8/13/2010
RNA-chip,GM12878,Localization=cell RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,12/10/2009
RNA-chip,GM12878,Localization=cell RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000016,12/10/2009
RNA-chip,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,8/21/2009
RNA-chip,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000002,8/21/2009
RNA-chip,GM12878,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,9/9/2009
RNA-chip,GM12878,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000012,9/9/2009
RNA-chip,GM12878,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,5/27/2010
RNA-chip,GM12878,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000026,5/27/2010
RNA-chip,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,1/1/2010
RNA-chip,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000017,1/1/2010
RNA-chip,GM12878,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,8/21/2009
RNA-chip,GM12878,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000003,8/21/2009
RNA-chip,HepG2,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,2/27/2010
RNA-chip,HepG2,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000019,2/27/2010
RNA-chip,HepG2,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,2/27/2010
RNA-chip,HepG2,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000018,2/27/2010
RNA-chip,HepG2,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,5/27/2010
RNA-chip,HepG2,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000027,5/27/2010
RNA-chip,HepG2,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,4/17/2010
RNA-chip,HepG2,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000025,4/17/2010
RNA-chip,HepG2,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,4/17/2010
RNA-chip,HepG2,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000024,4/17/2010
RNA-chip,K562,Localization=cell RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,8/25/2009
RNA-chip,K562,Localization=cell RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000011,8/25/2009
RNA-chip,K562,Localization=chromatin RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,10/9/2009
RNA-chip,K562,Localization=chromatin RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000013,10/9/2009
RNA-chip,K562,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,8/22/2009
RNA-chip,K562,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000006,8/22/2009
RNA-chip,K562,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,8/22/2009
RNA-chip,K562,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000005,8/22/2009
RNA-chip,K562,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,11/4/2009
RNA-chip,K562,Localization=nucleolus RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000015,11/4/2009
RNA-chip,K562,Localization=nucleoplasm RnaExtract=Total RNA,none,Affy,Gingeras,hg18,released,,,10/9/2009
RNA-chip,K562,Localization=nucleoplasm RnaExtract=Total RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000014,10/9/2009
RNA-chip,K562,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,8/22/2009
RNA-chip,K562,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000008,8/22/2009
RNA-chip,K562,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,8/22/2009
RNA-chip,K562,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000007,8/22/2009
RNA-chip,K562,Localization=polysome RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,8/21/2009
RNA-chip,K562,Localization=polysome RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000004,8/21/2009
RNA-chip,NHEK,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,2/27/2010
RNA-chip,NHEK,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000021,2/27/2010
RNA-chip,NHEK,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,2/27/2010
RNA-chip,NHEK,Localization=cytosol RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000020,2/27/2010
RNA-chip,NHEK,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,3/12/2010
RNA-chip,NHEK,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000023,3/12/2010
RNA-chip,NHEK,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,3/12/2010
RNA-chip,NHEK,Localization=nucleus RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000022,3/12/2010
RNA-chip,prostate,Localization=cell RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg18,released,,,8/24/2009
RNA-chip,prostate,Localization=cell RnaExtract=Long PolyA+ RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000010,8/24/2009
RNA-chip,prostate,Localization=cell RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg18,released,,,8/24/2009
RNA-chip,prostate,Localization=cell RnaExtract=Long PolyA- RNA,none,Affy,Gingeras,hg19,released,,wgEncodeEH000009,8/24/2009
RNA-seq,A549,Localization=cell Protocol=CIP-TAP RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973674,wgEncodeEH002601,12/30/2012
RNA-seq,A549,Localization=cell Protocol=None RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973668,wgEncodeEH002598,11/18/2012
